(235375545006779.5, 328306826754534.25)
(366860909060432.0, 303957685263117.1)
(248210500002778.2, 325929983236756.75)
(245476383142105.66, 326436301173918.3)
(348354631841352.9, 307384773637020.7)
(362044038212534.1, 304849698383098.25)
(251845633992302.3, 325256810275733.75)
(362722180054830.06, 304724116560450.8)
(307302252618169.56, 314987066085758.3)
(302968180408866.8, 315789672050444.06)
(236389270217695.22, 328119099863623.94)
(318869433891674.44, 312844995479553.75)
(224680434492084.66, 330287402775774.06)
(317582605197940.8, 313083297089504.44)
(376347728412644.75, 302200866864559.25)
(298769913887625.5, 316567128813636.9)
(233479549074422.4, 328657937112378.2)
(217304400617478.44, 331653334974775.2)
(256630559837821.28, 324370712896933.94)
(321577018892665.44, 312343590849740.56)
(247382723135318.94, 326083275249249.2)
(263668284343857.72, 323067430581001.25)
(317742284918435.94, 313053726770894.2)
(320458455256869.75, 312550732263776.8)
(344613334252977.2, 308077606523756.94)
(258925739066599.22, 323945679706419.5)
(337551296094813.25, 309385391367861.4)
(269350824989592.12, 322015108239198.6)
(214433561866940.78, 332184971780430.3)
(327530292137120.2, 311241132841508.25)
(313198319556015.7, 313895201838009.06)
(220084585178646.44, 331138485981966.3)
(207117144311198.12, 333539863920382.7)
(392170725573313.44, 299270682205176.1)
(343772413313453.2, 308233332623668.75)
(241605138458785.5, 327153198337496.1)
(330915585170888.1, 310614226724143.8)
(360113139164309.6, 305207272280917.56)
(259311107574772.22, 323874315167868.94)
(294322322309896.9, 317390756883586.6)
(291481056219979.9, 317916917270608.25)
(318628269148596.8, 312889655617160.7)
(368663255276198.6, 303623917445382.6)
(209396013481842.72, 333117851111004.06)
(280045544678025.4, 320034604593192.44)
(292671552486879.94, 317696454998960.1)
(294275569493284.8, 317399414812588.9)
(218257880670360.62, 331476764594611.9)
(315297053295407.8, 313506547441825.3)
(290085357894641.25, 318175379923448.75)
(236853704265176.06, 328033093558534.94)
(282452620169414.3, 319588849872564.9)
(230333811742689.88, 329240481062699.0)
(237564289046329.47, 327901503784247.25)
(231560523956592.0, 329013312134198.6)
(326874077887622.56, 311362653998822.6)
(222223238965382.2, 330742438984422.7)
(206597636364176.1, 333636069095757.1)
(278362117293773.8, 320346350405090.9)
(289866625076512.1, 318215886000880.06)
(278045572917209.0, 320404969734084.4)
(308614285613086.75, 314744097012625.56)
(375855473210376.44, 302292025235349.7)
(229648005894856.8, 329367482145631.06)
(228960911203536.9, 329494721903282.9)
(355324549235154.7, 306094048193724.06)
(254084149308336.22, 324842270402394.1)
(219665510341085.44, 331216092433366.5)
(232337734805248.88, 292697538693842.1)
(247771082340145.8, 320758170575472.94)
(230280692411294.47, 288957461613925.06)
(242066403294874.8, 310386026856798.4)
(247364177685034.34, 320018343929815.75)
(243350939681707.4, 312721547560130.4)
(226831841007384.6, 282686822697725.25)
(278915302071101.66, 377384024631756.25)
(263801977755720.94, 349905253149245.9)
(243693615345413.28, 313344594221413.75)
(239220992338051.94, 305212552389847.7)
(258036934640576.6, 339423356576256.1)
(274887418370982.72, 370060599722449.1)
(249916469088547.34, 324658873754384.8)
(258346106696108.75, 339985487586314.6)
(266697741841537.22, 355170278759821.0)
(247923146397679.34, 321034650680079.3)
(209318944344287.84, 250845192401185.72)
(254164598256304.7, 332382744968489.06)
(289414469488476.5, 396473419936074.1)
(278717276596123.84, 377023978313614.75)
(238305190742503.5, 303547458579759.6)
(255987594466759.53, 335697283532952.44)
(271369636631989.5, 363664632924279.6)
(244812528580722.9, 315378981921976.75)
(262907966125812.2, 348279777458502.7)
(278657118527061.66, 376914600006229.0)
(244634219000048.38, 315054782684386.7)
(238672301688402.72, 304214933026849.1)
(235516111799767.28, 298476405956602.9)
(242824486816536.5, 311764360532546.9)
(247685700969718.16, 320602931720149.9)
(244582735284669.9, 314961175929153.1)
(265480942790662.06, 352957916849138.8)
(244005010141334.06, 313910766577633.44)
(248706884756809.8, 322459629514862.0)
(247214779542236.56, 319746710942910.7)
(231441989261212.12, 291068910431957.1)
(254362059814920.5, 332741765984154.2)
(247026702484441.8, 319404752656011.06)
(246480497710556.53, 318411653067128.8)
(247475228648980.72, 320220254773354.6)
(242274280922996.62, 310763986180656.2)
(240190580580645.28, 306975440103653.8)
(243211547654296.1, 312468107510291.6)
(254767782942364.56, 333479444397688.8)
(235573687350997.66, 298581088777021.75)
(271414062980619.34, 363745408103606.6)
(241146353865782.22, 308713209712993.7)
(222568909954268.2, 274936038964786.38)
(290252150460870.5, 397996476249517.9)
(290038287017453.56, 397607633625123.4)
(239290517543534.9, 305338961854362.2)
(248483304963372.62, 322053120799521.7)
(244670789228384.06, 315121274008633.4)
(210993326011306.6, 253889522704856.2)
(232854924312544.2, 293637883252560.9)
(269529987291411.6, 360319815941410.75)
(248377925594430.1, 321861521946898.9)
(280831615417436.47, 380868230716001.4)
(240249227112396.6, 307082070161383.44)
(247163705563272.44, 319653849162975.9)
(269125342257401.97, 359584097697756.9)
(254340824545928.3, 332703156404168.4)
(252604354171946.5, 329545937542383.25)
(238814601107362.94, 304473659243140.44)
(234595355000941.34, 296802302686010.25)
(286788836574692.44, 391699541911012.2)
(264225949470558.34, 350676110812586.6)
(230764401159971.72, 289836932066065.5)
(250348603230035.16, 325444572193453.56)
(239456164575304.28, 305640138275761.06)
(258667406853217.6, 340569669690148.94)
(219745037097253.94, 269801724679305.9)
(216402648943879.1, 263724655309533.44)
(276277434619561.97, 372587901992593.25)
(263878598931615.06, 350044564378144.25)
(254355773962720.1, 332730337161971.6)
(237552028505327.44, 302178072693985.0)
(243744531184186.47, 313437168473728.6)
(261359898299873.22, 345465108684068.2)
(214799643747834.2, 260810100407633.6)
(243988915607490.88, 313881503788827.6)
(243516054709642.53, 313021756701830.6)
(270387638713035.1, 361879182162544.4)
(242675143578215.8, 311492827371963.8)
(267016315297936.62, 355749503226001.7)
(247708065861668.75, 320643595160060.1)
(249971437678737.53, 324758816645639.7)
(262199277701035.62, 346991253049818.06)
(239022746579330.16, 304852105555808.06)
(263316936209003.8, 349023359427942.06)
(232697607689333.03, 293351853028540.56)
(246624676088836.7, 318673795573092.75)
(245368373672075.4, 316389609360799.44)
(259449134552182.0, 341990992779175.1)
(247233275134445.53, 319780339292381.5)
(225904917464609.5, 281001507165406.94)
(245001156376465.56, 315721941550599.75)
(227700128238443.72, 284265526754196.4)
(241225010305191.16, 308856221421009.94)
(229230201656160.0, 287047478422771.5)
(237552467062162.2, 302178870070048.1)
(272031305192199.97, 364867666670116.9)
(239943612336355.22, 306526406932217.3)
(248416977383098.94, 321932525199024.06)
(272205005479206.2, 365183485373764.56)
(245816451955947.53, 317204297149657.9)
(278086760312998.9, 375877585071569.44)
(234748511499933.9, 297080769047814.94)
(242090240160930.75, 310429366613263.7)
(238807650128694.0, 304461021100106.0)
(232365794835060.2, 292748556929862.7)
(262595616611636.4, 347711869250910.4)
(239971691313437.38, 306577459617821.2)
(246929054743572.84, 319227211308976.6)
(273582478127391.28, 367687981097737.44)
(251440651901415.56, 327430115232327.0)
(241910369051922.94, 310102328233249.56)
(262915297463621.84, 229190293172605.94)
(217179714564984.53, 324179580731314.2)
(228434409161503.8, 300804445800081.9)
(224554999719699.84, 308861680794597.75)
(259539337682629.12, 236201901948513.94)
(265801884149646.12, 223195074670863.2)
(246678947587472.84, 262911942915376.94)
(246065970366128.34, 264185049452015.5)
(214247740916568.0, 330269064462640.9)
(259937168958121.03, 235375636991723.0)
(254560218386527.12, 246543149717341.12)
(237804631034774.88, 281343215755595.8)
(216815862342089.6, 324935273809634.44)
(201918129413017.7, 355876719123860.7)
(221752395844103.2, 314682473459298.5)
(215835659715600.44, 326971079264650.4)
(220642853375483.75, 316986907817200.44)
(269783766035285.7, 214925012292996.4)
(240634702975479.5, 275465374032593.88)
(247923538837185.8, 260327022627511.53)
(204351787065975.12, 350822199383102.94)
(221215987412954.06, 315796552508608.25)
(208564474697814.03, 342072771224668.3)
(237692347417217.03, 281576420192062.06)
(208444724392110.47, 342321483398052.6)
(223267168032815.03, 311536408144281.6)
(257979818687031.16, 239440902939371.2)
(220772102530956.12, 316718467263527.0)
(208944366150868.38, 341283765899093.9)
(262855619992044.22, 229314238690497.94)
(209302494392293.38, 340539961089980.44)
(224407521505236.8, 309167981701559.5)
(231399323986543.28, 294646545778846.0)
(271939681671590.34, 210447341356056.0)
(263036741036285.8, 228938064213996.2)
(225336586235505.47, 307238385723309.2)
(211279829914233.9, 336433187313642.44)
(221209316383253.53, 315810407724140.1)
(250971117475069.66, 253997436225752.78)
(213865167205602.6, 331063640631569.0)
(259322136360208.78, 236653012387386.9)
(249173355876237.12, 257731248777174.2)
(208928680224630.5, 341316344361280.3)
(232700635068882.78, 291943822761679.4)
(206702584172390.97, 345939774623623.94)
(275380233817557.5, 203301579206739.56)
(224114724190581.06, 309776099201229.1)
(206542761501270.03, 346271714017490.44)
(216049700884946.03, 326526532220624.94)
(249530144464522.22, 256990226324582.12)
(236285336053149.75, 284498674563586.44)
(214357848517139.12, 330040379446070.0)
(207327504673356.66, 344641862813925.94)
(231006153173170.22, 295463131314313.2)
(218934097521389.44, 320535862283396.3)
(220374266970424.28, 317544741120016.3)
(210933119574827.44, 337153278018563.56)
(224746885129898.0, 308463149558032.4)
(223472711109438.72, 311109510985140.1)
(214550787911875.88, 329639659164693.7)
(203061300826336.56, 353502440034659.94)
(208222902967728.12, 342782189433308.25)
(226228597585778.03, 305385746765050.8)
(238821968895378.53, 279230283275880.53)
(202373753671460.28, 354930422587095.4)
(201978000510013.56, 355752371460869.3)
(211101731185426.12, 336803084673474.0)
(254982136891525.9, 245666857437728.28)
(201238784086277.2, 357287667110167.9)
(247076103690130.34, 262087080240626.78)
(259297258005264.94, 236704682816885.7)
(229255543825107.16, 299099012267982.56)
(260441720670321.72, 234327721897152.34)
(202996836380213.34, 353636327730454.4)
(207786225942686.16, 343689134023780.06)
(224661320444263.28, 308640860828196.75)
(202407324662070.8, 354860698221981.2)
(207608272411123.62, 344058729820102.25)
(217419397328568.06, 323681778068486.9)
(230478941846390.78, 296558108685316.6)
(203214905968480.97, 353183413970206.25)
(210260210101238.75, 338550859232940.06)
(231333711706348.34, 294782817437712.44)
(213605718546572.38, 331602495538785.56)
(230494246116378.8, 296526322893803.0)
(272046941782037.03, 210224570357435.97)
(201219026610517.78, 357328701867514.4)
(206141776991583.28, 347104527999147.56)
(220613239072427.9, 317048414446624.1)
(227416248983513.78, 302919086169753.44)
(233599199075662.0, 290077574439907.1)
(261776911797472.38, 231554632633070.2)
(274460139293533.84, 205212544756634.84)
(231179081807738.44, 295103971842517.6)
(203282761710565.16, 353042482813569.8)
(257787751128420.88, 239839812484177.16)
(220572914407110.22, 317132165674591.6)
(241309051397712.0, 274064804232572.5)
(209822429412208.1, 339460096048619.06)
(207009835530478.25, 345301637187596.5)
(216717623575395.88, 325139308171229.1)
(214285740737416.38, 330190141757801.94)
(223709035364342.66, 310618683686493.5)
(206091456637394.47, 347209039504001.25)
(263962134605200.7, 227016092955480.66)
(222960710102717.62, 312172897691407.0)
(232062904792530.66, 293268339489487.6)
(224413837147565.2, 309154864598262.06)
(247045014304489.6, 262151650503111.4)
(214205134685327.6, 330357554327524.75)
(211386013084534.03, 336212653036865.25)
(212272089920267.3, 334372339608803.8)
(245558691370449.3, 265238628904579.66)
(237285251360765.94, 282421927386229.75)
(253391397572572.38, 248970700638631.75)
(202703159948669.7, 354246271088275.8)
(259690744607049.62, 235887441413179.03)
(221716281923144.06, 314757479295136.75)
(254068061429279.62, 247565321859316.7)
(221520351066887.6, 315164412611977.1)
(274591417173630.44, 204939890697972.72)
(218241961137258.22, 321973376311976.56)
(234174602436846.06, 288882505920524.9)
(234848699162528.2, 287482458874877.4)
(238134086178521.97, 280658962764736.47)
(207399628558448.22, 344492067052581.94)
(207495472639844.34, 344293006268143.8)
(203767361435828.56, 352036006461099.7)
(203915304959575.7, 351728739142547.94)
(250127782726156.6, 255748977627341.44)
(215396650563315.0, 327882867504012.44)
(224231194524997.7, 309534199275902.25)
(232324965585831.06, 292724059380325.25)
(271375045455058.06, 211620047344238.44)
(241321088347341.03, 274039804414112.22)
(209177524259481.78, 340799514442743.0)
(202874107641109.0, 353891225880901.9)
(208848311327440.53, 341483264378521.0)
(302497692208006.2, 307485139919739.75)
(279184491187054.62, 261371115922253.2)
(329027955019392.1, 359962582843360.3)
(319653888734257.6, 341420473707929.4)
(286524656273050.06, 275890123784661.72)
(324720587629304.2, 351442515478351.2)
(290709222907593.94, 284167288556287.0)
(298216630164763.4, 299017105108929.8)
(288844161212254.3, 280478155532538.22)
(322058468319640.4, 346176784975719.56)
(294827851014607.9, 292314025471259.56)
(286280603669836.0, 275407382371710.78)
(291119707978393.1, 284979237047977.75)
(278641537598485.03, 260297141791016.6)
(303612867563025.0, 309690981281315.5)
(281473680145908.56, 265899181994711.53)
(307154335565266.44, 316696082824210.6)
(284324368508623.5, 271537906228653.2)
(297907653582982.8, 298405942639473.7)
(280535163685197.16, 264042775808688.97)
(283013863696948.7, 268945698908856.8)
(309175015115864.25, 320693031385832.6)
(287337937475673.5, 277498811877763.03)
(270221541381604.84, 243642204219165.72)
(297148852961373.06, 296905018332992.94)
(282377870478778.5, 267687690345443.25)
(316787029312559.1, 335749762763910.4)
(316231503823290.0, 334650921136784.7)
(262822753962108.53, 229007240092689.44)
(289839773111763.0, 282447497751346.6)
(291560432018028.0, 285850998884618.1)
(286997811134886.6, 276826034500382.34)
(262775716581992.94, 228914199121032.28)
(269542168156502.88, 242298389048634.3)
(281723242050747.3, 266392820927359.6)
(293139000834343.7, 288973442697110.6)
(303250224523578.25, 308973665379113.06)
(286075232427261.0, 275001153540243.84)
(260770258446848.72, 224947358853714.03)
(301336188831924.3, 305187660714303.1)
(325701910136527.25, 353383592965166.0)
(325113927040583.6, 352220549478684.2)
(305593006218548.56, 313607739061472.0)
(300710626819335.94, 303950285304787.6)
(293792005745198.2, 290265100762537.06)
(281076742746309.53, 265114031094405.72)
(290188760709315.2, 283137802889362.0)
(309963490633859.5, 322252653289559.56)
(281646897073512.44, 266241808884477.4)
(309168107527718.1, 320679368024664.44)
(330891208471885.1, 363648139123016.75)
(289978501410282.56, 282721905374791.94)
(253409094675373.0, 210386815129915.88)
(286083362630767.0, 275017235261464.5)
(295327064810081.1, 293301481330437.44)
(303629412037881.56, 309723706616196.5)
(286739991490423.8, 276316061577269.16)
(291716432047978.0, 286159570372431.3)
(280010470333802.8, 263004920827908.94)
(296458643230868.8, 295539768316610.9)
(276138125542820.6, 255345337724867.16)
(268305091059034.5, 239851423361334.22)
(288215097548496.25, 279233853780049.75)
(265897411937946.56, 235088981143797.66)
(289034886072843.7, 280855413498539.25)
(291107013387213.2, 284954126867621.8)
(296505724450389.25, 295632896003574.44)
(299066413899119.25, 300697996012051.3)
(299308160846924.9, 301176176787930.6)
(283454682574714.3, 269817648337404.25)
(308583361199979.06, 319522726936828.94)
(271453920418144.66, 246079877038695.0)
(299029337239560.5, 300624657564572.44)
(315925627685872.9, 334045891414421.1)
(323109742746577.56, 348256228897133.75)
(285487017366068.94, 273837651221402.3)
(290169536491730.0, 283099776964468.2)
(291697323111492.9, 286121772476087.06)
(274951400637946.8, 252997969781160.78)
(303567608870261.3, 309601458592332.3)
(290187328072724.5, 283134969102699.06)
(265965134658458.9, 235222938173382.53)
(288825725507281.44, 280441689302921.6)
(307454500527664.25, 317289815716865.6)
(327797158889805.94, 357528041048574.5)
(300585666998609.6, 303703112033021.3)
(287178864343266.9, 277184161725749.94)
(314183136226343.25, 330599205010956.0)
(293801545069846.56, 290283969756347.06)
(303373510347349.9, 309217527448111.94)
(325599179472044.2, 353180389453001.75)
(298641639596720.06, 299857783106206.75)
(268726817355723.84, 240685607244895.6)
(295976242941450.06, 294585569941936.5)
(254814423178573.16, 213166585795586.5)
(289528780939020.94, 281832348398670.1)
(299817368384392.94, 302183400488416.9)
(325128507064237.56, 352249389085911.7)
(311589590401273.4, 325469114367960.6)
(292963299902768.2, 288625902392895.3)
(325320196816756.0, 352628555629354.75)
(328668392164833.3, 359251359614562.6)
(284218864573806.9, 271329217126818.1)
(294216699036006.94, 291105153425675.4)
(295185537197263.1, 293021536601786.44)
(289156854554688.44, 281096669836254.1)
(292078997585908.1, 286876732974930.4)
(250251824121129.28, 204141664583060.2)
(253626091126134.78, 210816038878675.44)
(307980654488692.75, 318330559815603.25)
(289315099850694.94, 281409682509673.62)
(290857337006094.75, 284460261498376.44)
(316551742049407.5, 335284359386247.8)
(286059145106944.7, 274969332467090.62)
(287520565838664.9, 277860054793570.2)
(294728924835127.9, 292118347314046.4)
(290637743422857.6, 284025900564500.8)
(268221888090004.3, 239686846059955.84)
(296446713218344.2, 295516170489639.1)
(289230347462837.3, 281242040423801.38)
(318705446161467.25, 339544433454058.4)
(261241795240508.84, 225880068995019.78)
(288609096100739.75, 280013191575696.28)
(291667903559245.94, 286063579955159.0)
(322339578527655.6, 346732827145420.0)
(293909025545483.2, 290496568499364.56)
(294408475303555.94, 291484491097750.25)
(314731253911168.56, 331683393838082.94)
(290847243881604.3, 284440297076307.5)
(269303454648159.38, 241826208482680.16)
(294648379053997.7, 291959025988733.94)
(292339595719434.44, 287392201810476.94)
(283746017815783.9, 270393915847212.06)
(372229553943339.5, 235015324255322.78)
(375474319191040.2, 240585504597209.0)
(375739642170996.8, 241040975712801.22)
(371992831455085.6, 234608950650486.94)
(351925128610182.56, 200159394100070.06)
(361069818775320.5, 215857778883556.84)
(368893924186813.06, 229289159839952.38)
(367119006097918.94, 226242217120684.2)
(372745040867455.06, 235900243475054.53)
(374632945092290.1, 239141145727688.0)
(372410830343647.9, 235326515409185.5)
(355611836402702.6, 206488242477229.53)
(373976075309461.0, 238013519267164.7)
(369652249588089.6, 230590951778810.56)
(357675734956372.75, 210031268327696.5)
(352824244863653.2, 201702877001861.34)
(360750877399599.4, 215310262855235.6)
(368879615441467.6, 229264596493776.1)
(358137507121180.25, 210823977210616.12)
(352695362007976.44, 201481628099616.2)
(364730882785548.1, 222142605434447.53)
(352456992900413.2, 201072427798299.28)
(376429180552961.25, 242224683268506.84)
(375434740876921.8, 240517561824639.03)
(376086968438457.4, 241637219138608.44)
(367733697894627.8, 227297438038367.75)
(368546390626327.75, 228692560561119.3)
(371824049724329.4, 234319208679355.44)
(359118965916421.3, 212508814809113.28)
(368646610045506.1, 228864603897375.47)
(356720703108102.6, 208391796988166.2)
(368590860810104.7, 228768901043269.7)
(357891453602555.3, 210401585336976.62)
(362646881322121.7, 218565069588898.88)
(230810772758392.12, 350849042414068.2)
(261547125565526.94, 296316803562700.0)
(216746516912314.9, 375801754399043.9)
(248010021704907.06, 320334245896057.8)
(207698114931087.38, 391855370817350.9)
(209407618566423.28, 388822380496593.56)
(262709302791916.34, 294254876225557.5)
(266734221800751.84, 287113890887300.94)
(256908061941286.94, 304547400315383.9)
(264160069253496.78, 291680935729205.1)
(272372547590919.97, 277110409646680.1)
(233827371977026.56, 345497011542297.44)
(218583680645483.12, 372542270356326.1)
(252243486123429.84, 312823260637388.4)
(242503746562479.16, 330103443729397.7)
(216456198883692.03, 376316834772407.06)
(251333165676629.06, 314438345301067.2)
(227402630398436.84, 356895746601085.6)
(216917956701524.66, 375497587031091.1)
(237925141382497.66, 338226775500332.56)
(239457545706400.5, 335507993635343.7)
(251973822278560.38, 313301696491189.06)
(229700816782101.66, 352818319146196.44)
(265663662365859.62, 289013270529851.7)
(220499906703996.94, 369142514446059.6)
(239995111163700.53, 334554248469166.2)
(254915689552579.06, 308082254553413.94)
(208154401327102.75, 391045830437323.56)
(227635444408936.44, 356482689485683.1)
(268674823340999.56, 283670888154603.44)
(255337023122635.53, 307334727251700.9)
(261578322909574.2, 296261453436164.56)
(251794355460406.72, 313620105362106.8)
(247815000381896.53, 320680251469141.0)
(269135166067287.78, 282854151059575.9)
(234880521663039.16, 343628520163887.94)
(261581418216383.16, 296255961762793.8)
(252006348676170.4, 313243988366397.06)
(220926192221677.2, 368386201430820.5)
(249239723410602.28, 318152517063372.75)
(271729145471201.7, 278251929536502.84)
(248865280509255.4, 318816851243181.75)
(255197654239833.78, 307581994624413.6)
(238548440583627.1, 337120922078973.94)
(248245279041543.94, 319916853847185.94)
(225512415449395.03, 360249353768740.44)
(249555908496278.62, 317591543524269.56)
(273539578170355.47, 275039871521875.2)
(247689225879776.0, 320903399779354.9)
(207769604305471.72, 391728534830539.9)
(271872654323200.94, 277997317057149.38)
(238434828112053.47, 337322492593056.1)
(253408723552421.34, 310755903908532.5)
(213933597977731.94, 380792417024916.94)
(204351635906982.34, 397792672311730.7)
(257197171519506.0, 304034463966930.6)
(260308791601544.66, 298513847692345.94)
(237322828515567.66, 339295395102950.3)
(214111634082702.97, 380476546516097.4)
(230221710692388.56, 351894152531171.25)
(258827382715567.44, 301142153780370.06)
(240348432576410.66, 333927387898228.9)
(246833270079579.44, 322422031037768.1)
(257746254493612.6, 303060284496741.56)
(210912527263092.1, 386152381196052.1)
(241035607789228.25, 332708206069036.4)
(254280160422026.5, 309209806236652.4)
(226029731616331.53, 359331534762885.4)
(220546521207747.03, 369059811294244.94)
(271510677718170.9, 278639533614460.7)
(212653013669024.06, 383064421443592.2)
(207607107580379.0, 392016835471833.44)
(246614817354463.8, 322809608453295.9)
(256389133670450.2, 305468079505578.06)
(252605538699359.2, 312180909292997.6)
(227546516929364.28, 356640464046214.4)
(238927465444764.16, 336448458615666.2)
(243658358713942.22, 328054938299382.56)
(260410329679797.97, 298333699488993.3)
(210976514040455.1, 386038856268472.6)
(230118200800187.47, 352077799114108.7)
(228346291866634.34, 355221508512348.1)
(236604218800985.28, 340570347822370.7)
(237322084191241.16, 339296715678368.3)
(261923256976995.84, 295649473639126.1)
(250157984207641.94, 316523344681528.2)
(269529838608703.1, 282153925582871.3)
(214407153860959.66, 379952237232093.5)
(228369263213706.47, 355180752896575.0)
(241069017691384.47, 332648930436178.56)
(246144601617222.47, 323643862180659.5)
(245144066458603.9, 325419005204015.0)
(248218377128354.28, 319964583048006.3)
(237847663063856.94, 338364237033404.8)
(241587078167333.7, 331729790882075.1)
(206583122062779.72, 393833583970799.94)
(266882186978758.44, 286851372023095.7)
(233397059039633.75, 346260469979607.25)
(258685144484195.6, 301394511932804.0)
(255078406761937.9, 307793562730357.94)
(236410354984299.88, 340914299755199.56)
(247811344883898.44, 320686737030105.4)
(243710771257286.75, 327961948303126.1)
(265771025592707.75, 288822787385443.75)
(273345681613362.3, 275383881542346.88)
(262860002391714.88, 293987505967850.44)
(227015731552118.53, 357582180038102.0)
(261111061627188.28, 297090465388784.7)
(248494290696097.2, 319475058976204.4)
(260480483171574.94, 298209233616485.8)
(213679408257359.84, 381243398786867.44)
(219315848298203.5, 371243263230531.94)
(252616437989874.53, 312161571842083.25)
(237776205460342.88, 338491016652542.7)
(251395343660460.2, 314328029523302.3)
(271339312464179.22, 278943568742510.44)
(252858915492721.28, 311731369820903.56)
(270476227236627.78, 280474848984940.4)
(250481735192037.3, 315948947773729.94)
(271732589836277.3, 278245818566207.38)
(206047334487411.38, 394784174830324.4)
(260765262537242.16, 297703979903205.2)
(271357252648440.28, 278911739383337.62)
(265201976819103.66, 289832390048289.7)
(236510358860736.12, 340736873522812.75)
(212358530839513.0, 383586890979821.5)
(246521609248909.06, 322974977672828.44)
(230347760144030.47, 351670516407290.5)
(253240329823694.34, 311054666975628.8)
(226221537758838.78, 358991233542308.0)
(260305766528392.75, 298519214757615.44)
(261385860872092.38, 296602918341374.2)
(255675425756169.25, 306734335482528.1)
(270633704517174.3, 280195453809777.22)
